Movie Name,Year of Release,Run Time in minutes,Movie Rating,Votes,Genre,Director,Stars,Description,data_extracao
Deewaar,1975,174,8.0,11489,"['Action', ' Crime', ' Drama']",['Yash Chopra'],"['Amitabh Bachchan', 'Shashi Kapoor', 'Nirupa Roy', 'Parveen Babi']","['Vijay', 'struggles', 'as', 'a', 'dockworker', 'and', 'eventually', 'becomes', 'a', 'leading', 'figure', 'of', 'the', 'underworld,', 'while', 'his', 'younger', 'brother', 'Ravi', 'is', 'an', 'educated,', 'upright', 'policeman.', 'This', 'divide', 'causes', 'problems', 'in', 'their', 'relationship.']",2026-03-17
All the President's Men,1976,138,7.9,122583,"['Drama', ' History', ' Thriller']",['Alan J. Pakula'],"['Dustin Hoffman', 'Robert Redford', 'Jack Warden', 'Martin Balsam']","['""The', 'Washington', 'Post""', 'reporters', 'Bob', 'Woodward', 'and', 'Carl', 'Bernstein', 'uncover', 'the', 'details', 'of', 'the', 'Watergate', 'scandal', 'that', 'leads', 'to', 'President', 'Richard', ""Nixon's"", 'resignation.']",2026-03-17
Harold and Maude,1971,91,7.9,80422,"['Comedy', ' Drama', ' Romance']",['Hal Ashby'],"['Ruth Gordon', 'Bud Cort', 'Vivian Pickles', 'Cyril Cusack']","['Young,', 'rich,', 'and', 'obsessed', 'with', 'death,', 'Harold', 'finds', 'himself', 'changed', 'forever', 'when', 'he', 'meets', 'lively', 'septuagenarian', 'Maude', 'at', 'a', 'funeral.']",2026-03-17
Being There,1979,130,7.9,75902,"['Comedy', ' Drama']",['Hal Ashby'],"['Peter Sellers', 'Shirley MacLaine', 'Melvyn Douglas', 'Jack Warden']","['After', 'the', 'death', 'of', 'his', 'employer', 'forces', 'him', 'out', 'of', 'the', 'only', 'home', ""he's"", 'ever', 'known,', 'a', 'simpleminded,', 'sheltered', 'gardener', 'becomes', 'an', 'unlikely', 'trusted', 'advisor', 'to', 'a', 'powerful', 'tycoon', 'and', 'an', 'insider', 'in', 'Washington', 'politics.']",2026-03-17
Patton,1970,172,7.9,106171,"['Biography', ' Drama', ' War']",['Franklin J. Schaffner'],"['George C. Scott', 'Karl Malden', 'Stephen Young', 'Michael Strong']","['The', 'World', 'War', 'II', 'phase', 'of', 'the', 'career', 'of', 'controversial', 'American', 'general', 'George', 'S.', 'Patton.']",2026-03-17
The Conformist,1970,113,7.9,32729,['Drama'],['Bernardo Bertolucci'],"['Jean-Louis Trintignant', 'Stefania Sandrelli', 'Gastone Moschin', 'Enzo Tarascio']","['A', 'weak-willed', 'Italian', 'man', 'becomes', 'a', 'fascist', 'flunky', 'who', 'goes', 'abroad', 'to', 'arrange', 'the', 'assassination', 'of', 'his', 'old', 'teacher,', 'now', 'a', 'political', 'dissident.']",2026-03-17
I Remember,1973,123,7.9,45752,"['Comedy', ' Drama']",['Federico Fellini'],"['Magali Noël', 'Bruno Zanin', 'Pupella Maggio', 'Armando Brancia']","['A', 'series', 'of', 'comedic', 'and', 'nostalgic', 'vignettes', 'set', 'in', 'a', '1930s', 'Italian', 'coastal', 'town.']",2026-03-17
Opening Night,1977,144,7.9,11683,['Drama'],['John Cassavetes'],"['Gena Rowlands', 'John Cassavetes', 'Ben Gazzara', 'Joan Blondell']","['A', 'renowned', 'actress', 'teeters', 'on', 'the', 'edge', 'of', 'a', 'breakdown', 'as', 'she', 'counts', 'down', 'the', 'days', 'toward', 'a', 'big', 'Broadway', 'opening.']",2026-03-17
The Red Circle,1970,140,7.9,27196,"['Crime', ' Drama', ' Thriller']",['Jean-Pierre Melville'],"['Alain Delon', 'Bourvil', 'Gian Maria Volontè', 'Yves Montand']","['After', 'leaving', 'prison,', 'master', 'thief', 'Corey', 'crosses', 'paths', 'with', 'a', 'notorious', 'escapee', 'and', 'an', 'alcoholic', 'former', 'policeman.', 'The', 'trio', 'proceed', 'to', 'plot', 'an', 'elaborate', 'heist.']",2026-03-17
Cría Cuervos,1976,105,7.9,10964,['Drama'],['Carlos Saura'],"['Ana Torrent', 'Conchita Pérez', 'Mayte Sanchez', 'Geraldine Chaplin']","['In', 'the', 'twilight', 'of', 'Francisco', ""Franco's"", 'dictatorship,', 'an', '8-year-old', 'orphan', 'and', 'her', 'two', 'sisters', 'find', 'shelter', 'in', 'the', 'house', 'of', 'their', 'stern', 'aunt', 'and', 'try', 'their', 'best', 'to', 'acclimatize', 'to', 'a', 'new', 'reality.', 'Can', 'they', 'summon', 'up', 'the', 'courage', 'to', 'grow', 'up?']",2026-03-17
Alice in the Cities,1974,113,7.9,12657,['Drama'],['Wim Wenders'],"['Yella Rottländer', 'Rüdiger Vogler', 'Lisa Kreuzer', 'Edda Köchl']","['A', 'German', 'journalist', 'is', 'saddled', 'with', 'a', 'nine-year-old', 'girl', 'after', 'encountering', 'her', 'mother', 'at', 'a', 'New', 'York', 'airport.']",2026-03-17
Willy Wonka & the Chocolate Factory,1971,100,7.8,214129,"['Family', ' Fantasy', ' Musical']",['Mel Stuart'],"['Gene Wilder', 'Jack Albertson', 'Peter Ostrum', 'Roy Kinnear']","['A', 'poor', 'but', 'hopeful', 'boy', 'seeks', 'one', 'of', 'the', 'five', 'coveted', 'golden', 'tickets', 'that', 'will', 'send', 'him', 'on', 'a', 'tour', 'of', 'Willy', ""Wonka's"", 'mysterious', 'chocolate', 'factory.']",2026-03-17
The Holy Mountain,1973,114,7.8,46405,"['Adventure', ' Drama', ' Fantasy']",['Alejandro Jodorowsky'],"['Alejandro Jodorowsky', 'Horacio Salinas', 'Zamira Saunders', 'Juan Ferrara']","['In', 'a', 'corrupt,', 'greed-fueled', 'world,', 'a', 'powerful', 'alchemist', 'leads', 'a', 'messianic', 'character', 'and', 'seven', 'materialistic', 'figures', 'to', 'the', 'Holy', 'Mountain,', 'where', 'they', 'hope', 'to', 'achieve', 'enlightenment.']",2026-03-17
Dawn of the Dead,1978,127,7.8,125636,"['Horror', ' Thriller']",['George A. Romero'],"['David Emge', 'Ken Foree', 'Scott H. Reiniger', 'Gaylen Ross']","['During', 'an', 'escalating', 'zombie', 'epidemic,', 'two', 'Philadelphia', 'SWAT', 'team', 'members,', 'a', 'traffic', 'reporter', 'and', 'his', 'TV', 'executive', 'girlfriend', 'seek', 'refuge', 'in', 'a', 'secluded', 'shopping', 'mall.']",2026-03-17
The Day of the Jackal,1973,143,7.8,43558,"['Crime', ' Drama', ' Thriller']",['Fred Zinnemann'],"['Edward Fox', 'Terence Alexander', 'Michel Auclair', 'Alan Badel']","['In', 'the', 'aftermath', 'of', 'France', 'allowing', ""Algeria's"", 'independence,', 'a', 'group', 'of', 'resentful', 'military', 'veterans', 'hire', 'a', 'professional', 'assassin', 'codenamed', '""Jackal""', 'to', 'kill', 'President', 'Charles', 'de', 'Gaulle.']",2026-03-17
The Conversation,1974,113,7.8,117719,"['Drama', ' Mystery', ' Thriller']",['Francis Ford Coppola'],"['Gene Hackman', 'John Cazale', 'Allen Garfield', 'Frederic Forrest']","['A', 'paranoid,', 'secretive', 'surveillance', 'expert', 'has', 'a', 'crisis', 'of', 'conscience', 'when', 'he', 'suspects', 'that', 'the', 'couple', 'he', 'is', 'spying', 'on', 'will', 'be', 'murdered.']",2026-03-17
The Devils,1971,111,7.8,17467,"['Biography', ' Drama', ' History']",['Ken Russell'],"['Vanessa Redgrave', 'Oliver Reed', 'Dudley Sutton', 'Max Adrian']","['In', '17th-century', 'France,', 'Father', 'Urbain', ""Grandier's"", 'protection', 'of', 'the', 'city', 'of', 'Loudun', 'from', 'the', 'corrupt', 'Cardinal', 'Richelieu', 'is', 'undermined', 'by', 'a', 'sexually', 'repressed', ""nun's"", 'accusation', 'of', 'witchcraft.']",2026-03-17
Kramer vs. Kramer,1979,105,7.8,151429,['Drama'],['Robert Benton'],"['Dustin Hoffman', 'Meryl Streep', 'Jane Alexander', 'Justin Henry']","['After', 'his', 'wife', 'leaves', 'him,', 'a', 'work-obsessed', 'Manhattan', 'advertising', 'executive', 'is', 'forced', 'to', 'learn', 'long-neglected', 'parenting', 'skills,', 'but', 'a', 'heated', 'custody', 'battle', 'over', 'the', ""couple's"", 'young', 'son', 'deepens', 'the', 'wounds', 'left', 'by', 'the', 'separation.']",2026-03-17
The Outlaw Josey Wales,1976,135,7.8,77882,['Western'],['Clint Eastwood'],"['Clint Eastwood', 'Sondra Locke', 'Chief Dan George', 'Bill McKinney']","['Missouri', 'farmer', 'Josey', 'Wales', 'joins', 'a', 'Confederate', 'guerrilla', 'unit', 'and', 'winds', 'up', 'on', 'the', 'run', 'from', 'the', 'Union', 'soldiers', 'who', 'murdered', 'his', 'family.']",2026-03-17
Cabaret,1972,124,7.8,57920,"['Drama', ' Music', ' Musical']",['Bob Fosse'],"['Liza Minnelli', 'Michael York', 'Helmut Griem', 'Joel Grey']","['A', 'female', 'girlie', 'club', 'entertainer', 'in', 'Weimar', 'Republic', 'era', 'Berlin', 'romances', 'two', 'men', 'while', 'the', 'Nazi', 'Party', 'rises', 'to', 'power', 'around', 'them.']",2026-03-17
Days of Heaven,1978,94,7.8,61067,"['Drama', ' Romance']",['Terrence Malick'],"['Richard Gere', 'Brooke Adams', 'Sam Shepard', 'Linda Manz']","['A', 'hot-tempered', 'farm', 'laborer', 'convinces', 'the', 'woman', 'he', 'loves', 'to', 'marry', 'their', 'rich', 'but', 'dying', 'boss', 'so', 'that', 'they', 'can', 'have', 'a', 'claim', 'to', 'his', 'fortune.']",2026-03-17
All That Jazz,1979,123,7.8,34088,"['Drama', ' Music', ' Musical']",['Bob Fosse'],"['Roy Scheider', 'Jessica Lange', 'Ann Reinking', 'Leland Palmer']","['Director/choreographer', 'Bob', 'Fosse', 'tells', 'his', 'own', 'life', 'story', 'as', 'he', 'details', 'the', 'sordid', 'career', 'of', 'Joe', 'Gideon,', 'a', 'womanizing,', 'drug-using', 'dancer.']",2026-03-17
Manhattan,1979,96,7.8,144455,"['Comedy', ' Drama', ' Romance']",['Woody Allen'],"['Woody Allen', 'Diane Keaton', 'Mariel Hemingway', 'Michael Murphy']","['The', 'life', 'of', 'a', 'divorced', 'television', 'writer', 'dating', 'a', 'teenage', 'girl', 'is', 'further', 'complicated', 'when', 'he', 'falls', 'in', 'love', 'with', 'his', 'best', ""friend's"", 'mistress.']",2026-03-17
"Aguirre, the Wrath of God",1972,95,7.8,60199,"['Action', ' Adventure', ' Biography']",['Werner Herzog'],"['Klaus Kinski', 'Ruy Guerra', 'Helena Rojo', 'Del Negro']","['In', 'the', '16th', 'century,', 'the', 'ruthless', 'and', 'insane', 'Don', 'Lope', 'de', 'Aguirre', 'leads', 'a', 'Spanish', 'expedition', 'in', 'search', 'of', 'El', 'Dorado.']",2026-03-17
The Man Who Would Be King,1975,129,7.8,51047,"['Adventure', ' War']",['John Huston'],"['Sean Connery', 'Michael Caine', 'Christopher Plummer', 'Saeed Jaffrey']","['Two', 'former', 'British', 'soldiers', 'in', '1880s', 'India', 'decide', 'to', 'set', 'themselves', 'up', 'as', 'Kings', 'in', 'Kafiristan,', 'a', 'land', 'where', 'no', 'white', 'man', 'has', 'set', 'foot', 'since', 'Alexander', 'the', 'Great.']",2026-03-17
The Spirit of the Beehive,1973,98,7.8,19920,"['Drama', ' Fantasy']",['Víctor Erice'],"['Fernando Fernán Gómez', 'Teresa Gimpera', 'Ana Torrent', 'Isabel Tellería']","['In', '1940,', 'after', 'watching', 'and', 'being', 'traumatized', 'by', 'the', 'movie', 'Frankenstein', '(1931),', 'a', 'sensitive', 'seven', 'year-old', 'girl', 'living', 'in', 'a', 'small', 'Spanish', 'village', 'drifts', 'into', 'her', 'own', 'fantasy', 'world.']",2026-03-17
Johnny Got His Gun,1971,111,7.8,17818,"['Drama', ' War']",['Dalton Trumbo'],"['Timothy Bottoms', 'Kathy Fields', 'Marsha Hunt', 'Jason Robards']","['During', 'World', 'War', 'I,', 'a', 'patriotic', 'young', 'American', 'is', 'rendered', 'blind,', 'deaf,', 'limbless,', 'and', 'mute', 'by', 'a', 'horrific', 'artillery', 'shell', 'attack.', 'Trapped', 'in', ""what's"", 'left', 'of', 'his', 'body,', 'he', 'desperately', 'looks', 'for', 'a', 'way', 'to', 'end', 'his', 'life.']",2026-03-17
The Discreet Charm of the Bourgeoisie,1972,102,7.8,45454,['Comedy'],['Luis Buñuel'],"['Fernando Rey', 'Delphine Seyrig', 'Paul Frankeur', 'Bulle Ogier']","['A', 'surreal,', 'virtually', 'plotless', 'series', 'of', 'dreams', 'centered', 'around', 'six', 'middle-class', 'people', 'and', 'their', 'consistently', 'interrupted', 'attempts', 'to', 'have', 'a', 'meal', 'together.']",2026-03-17
That Obscure Object of Desire,1977,103,7.8,24151,"['Comedy', ' Drama', ' Romance']",['Luis Buñuel'],"['Fernando Rey', 'Carole Bouquet', 'Ángela Molina', 'Julien Bertheau']","['Recounted', 'in', 'flashback', 'are', 'the', 'romantic', 'perils', 'of', 'Mathieu,', 'a', 'middle-aged', 'French', 'sophisticate', 'as', 'he', 'falls', 'for', 'his', 'nineteen-year-old', 'former', 'chambermaid', 'Conchita.']",2026-03-17
The Phantom of Liberty,1974,104,7.8,16832,['Comedy'],['Luis Buñuel'],"['Jean-Claude Brialy', 'Adolfo Celi', 'Michel Piccoli', 'Monica Vitti']","['A', 'series', 'of', 'surreal', 'sequences', 'that', 'critique', 'morality', 'and', 'society', 'in', 'a', 'stream', 'of', 'consciousness', 'style.']",2026-03-17
Halloween,1978,91,7.7,293965,"['Horror', ' Thriller']",['John Carpenter'],"['Donald Pleasence', 'Jamie Lee Curtis', 'Tony Moran', 'Nancy Kyes']","['Fifteen', 'years', 'after', 'murdering', 'his', 'sister', 'on', 'Halloween', 'night', '1963,', 'Michael', 'Myers', 'escapes', 'from', 'a', 'mental', 'hospital', 'and', 'returns', 'to', 'the', 'small', 'town', 'of', 'Haddonfield,', 'Illinois', 'to', 'kill', 'again.']",2026-03-17
Deliverance,1972,109,7.7,116600,"['Adventure', ' Drama', ' Thriller']",['John Boorman'],"['Jon Voight', 'Burt Reynolds', 'Ned Beatty', 'Ronny Cox']","['Intent', 'on', 'seeing', 'the', 'Cahulawassee', 'River', 'before', ""it's"", 'dammed', 'and', 'turned', 'into', 'a', 'lake,', 'outdoor', 'fanatic', 'Lewis', 'Medlock', 'takes', 'his', 'friends', 'on', 'a', 'canoeing', 'trip', ""they'll"", 'never', 'forget', 'into', 'the', 'dangerous', 'American', 'back-country.']",2026-03-17
Blazing Saddles,1974,93,7.7,147433,"['Comedy', ' Western']",['Mel Brooks'],"['Cleavon Little', 'Gene Wilder', 'Slim Pickens', 'Harvey Korman']","['In', 'order', 'to', 'ruin', 'a', 'western', 'town,', 'a', 'corrupt', 'politician', 'appoints', 'a', 'black', 'Sheriff,', 'who', 'promptly', 'becomes', 'his', 'most', 'formidable', 'adversary.']",2026-03-17
The French Connection,1971,104,7.7,131108,"['Action', ' Crime', ' Drama']",['William Friedkin'],"['Gene Hackman', 'Roy Scheider', 'Fernando Rey', 'Tony Lo Bianco']","['A', 'pair', 'of', 'NYPD', 'detectives', 'in', 'the', 'Narcotics', 'Bureau', 'stumble', 'onto', 'a', 'heroin', 'smuggling', 'ring', 'based', 'in', 'Marseilles,', 'but', 'stopping', 'them', 'and', 'capturing', 'their', 'leaders', 'proves', 'an', 'elusive', 'goal.']",2026-03-17
Dirty Harry,1971,102,7.7,164665,"['Action', ' Crime', ' Thriller']","['Don Siegel', 'Clint Eastwood']","['Clint Eastwood', 'Andrew Robinson', 'Harry Guardino', 'Reni Santoni']","['When', 'a', 'man', 'calling', 'himself', '""the', 'Scorpio', 'Killer""', 'menaces', 'San', 'Francisco,', 'tough-as-nails', 'Police', 'Inspector', '""Dirty""', 'Harry', 'Callahan', 'is', 'assigned', 'to', 'track', 'down', 'the', 'crazed', 'psychopath.']",2026-03-17
Sorcerer,1977,121,7.7,25507,"['Adventure', ' Drama', ' Thriller']",['William Friedkin'],"['Roy Scheider', 'Bruno Cremer', 'Francisco Rabal', 'Amidou']","['Four', 'unfortunate', 'men', 'from', 'different', 'parts', 'of', 'the', 'globe', 'agree', 'to', 'risk', 'their', 'lives', 'transporting', 'gallons', 'of', 'nitroglycerin', 'across', 'dangerous', 'Latin', 'American', 'jungle.']",2026-03-17
Serpico,1973,130,7.7,130870,"['Biography', ' Crime', ' Drama']",['Sidney Lumet'],"['Al Pacino', 'John Randolph', 'Jack Kehoe', 'Biff McGuire']","['An', 'honest', 'New', 'York', 'cop', 'named', 'Frank', 'Serpico', 'blows', 'the', 'whistle', 'on', 'rampant', 'corruption', 'in', 'the', 'force', 'only', 'to', 'have', 'his', 'comrades', 'turn', 'against', 'him.']",2026-03-17
1900,1976,317,7.7,26703,"['Drama', ' History']",['Bernardo Bertolucci'],"['Robert De Niro', 'Gérard Depardieu', 'Dominique Sanda', 'Francesca Bertini']","['The', 'epic', 'tale', 'of', 'a', 'class', 'struggle', 'in', 'twentieth-century', 'Italy', 'as', 'seen', 'through', 'the', 'eyes', 'of', 'two', 'childhood', 'friends', 'on', 'opposing', 'sides.']",2026-03-17
Badlands,1973,94,7.7,76501,"['Action', ' Crime', ' Drama']",['Terrence Malick'],"['Martin Sheen', 'Sissy Spacek', 'Warren Oates', 'Ramon Bieri']","['An', 'impressionable', 'teenage', 'girl', 'from', 'a', 'dead-end', 'town,', 'and', 'her', 'older', 'greaser', 'boyfriend,', 'embark', 'on', 'a', 'killing', 'spree', 'in', 'the', 'South', 'Dakota', 'Badlands.']",2026-03-17
Breaking Away,1979,101,7.7,24903,"['Comedy', ' Drama', ' Sport']",['Peter Yates'],"['Dennis Christopher', 'Dennis Quaid', 'Daniel Stern', 'Jackie Earle Haley']","['A', 'working-class', 'Indiana', 'teen', 'obsessed', 'with', 'the', 'Italian', 'cycling', 'team', 'vies', 'for', 'the', 'affections', 'of', 'a', 'college', 'girl', 'while', 'searching', 'for', 'life', 'goals', 'with', 'his', 'friends.']",2026-03-17
Fantastic Planet,1973,72,7.7,35247,"['Animation', ' Sci-Fi']",['René Laloux'],"['Barry Bostwick', 'Jennifer Drake', 'Eric Baugin', 'Jean Topart']","['On', 'a', 'faraway', 'planet', 'where', 'blue', 'giants', 'rule,', 'oppressed', 'humanoids', 'rebel', 'against', 'their', 'machine-like', 'leaders.']",2026-03-17
"What's Up, Doc?",1972,94,7.7,25820,"['Comedy', ' Romance']",['Peter Bogdanovich'],"['Barbra Streisand', ""Ryan O'Neal"", 'Madeline Kahn', 'Kenneth Mars']","['The', 'accidental', 'mix-up', 'of', 'four', 'identical', 'plaid', 'overnight', 'bags', 'leads', 'to', 'a', 'series', 'of', 'increasingly', 'wild', 'and', 'wacky', 'situations.']",2026-03-17
3 Women,1977,124,7.7,16796,"['Drama', ' Mystery', ' Thriller']",['Robert Altman'],"['Shelley Duvall', 'Sissy Spacek', 'Janice Rule', 'Robert Fortier']","['Two', 'roommates/physical', 'therapists,', 'one', 'a', 'vain', 'woman', 'and', 'the', 'other', 'an', 'awkward', 'teenager,', 'share', 'an', 'increasingly', 'bizarre', 'relationship.']",2026-03-17
Love and Death,1975,85,7.7,40060,"['Comedy', ' War']",['Woody Allen'],"['Woody Allen', 'Diane Keaton', 'Georges Adet', 'Frank Adu']","['In', 'czarist', 'Russia,', 'a', 'neurotic', 'soldier', 'and', 'his', 'distant', 'cousin', 'formulate', 'a', 'plot', 'to', 'assassinate', 'Napoleon.']",2026-03-17
The Marriage of Maria Braun,1979,120,7.7,14545,['Drama'],['Rainer Werner Fassbinder'],"['Hanna Schygulla', 'Klaus Löwitsch', 'Ivan Desny', 'Gisela Uhlen']","['Maria', 'marries', 'Hermann', 'Braun', 'in', 'the', 'last', 'days', 'of', 'World', 'War', 'II,', 'only', 'for', 'him', 'to', 'go', 'missing', 'in', 'the', 'war.', 'Alone,', 'Maria', 'puts', 'to', 'use', 'her', 'beauty', 'and', 'ambition', 'in', 'order', 'to', 'find', 'prosperity', 'during', ""Germany's"", '""economic', 'miracle""', 'of', 'the', '1950s.']",2026-03-17
Stroszek,1977,115,7.7,14898,"['Comedy', ' Drama']",['Werner Herzog'],"['Bruno S.', 'Eva Mattes', 'Clemens Scheitz', 'Wilhelm von Homburg']","['In', 'Berlin,', 'an', 'alcoholic', 'man,', 'recently', 'released', 'from', 'prison,', 'joins', 'his', 'elderly', 'friend', 'and', 'a', 'prostitute', 'in', 'a', 'determined', 'dream', 'to', 'leave', 'Germany', 'and', 'seek', 'a', 'better', 'life', 'in', 'Wisconsin.']",2026-03-17
The Enigma of Kaspar Hauser,1974,110,7.7,18501,"['Biography', ' Drama', ' History']",['Werner Herzog'],"['Bruno S.', 'Walter Ladengast', 'Brigitte Mira', 'Willy Semmelrogge']","['A', 'young', 'man', 'named', 'Kaspar', 'Hauser', 'suddenly', 'appears', 'in', 'Nuremberg', 'in', '1828,', 'barely', 'able', 'to', 'talk', 'or', 'walk,', 'and', 'bearing', 'a', 'strange', 'note.']",2026-03-17
Three Wishes for Cinderella,1973,75,7.7,10800,"['Drama', ' Fantasy', ' Family']",['Václav Vorlícek'],"['Libuse Safránková', 'Pavel Trávnícek', 'Carola Braunbock', 'Rolf Hoppe']","['Life', 'changes', 'dramatically', 'for', 'a', 'Czech', 'housemaid', 'when', 'the', 'family', 'coachman', 'gives', 'her', 'three', 'magical', 'hazelnuts.']",2026-03-17
Don,1978,166,7.7,12605,"['Action', ' Crime', ' Thriller']",['Chandra Barot'],"['Amitabh Bachchan', 'Zeenat Aman', 'Pran Sikand', 'Iftekhar']","['Don,', 'a', 'wanted', 'criminal,', 'dies', 'in', 'a', 'police', 'chase.', 'DSP', ""D'Silva"", 'is', 'the', 'only', 'one', 'who', 'knows', 'about', 'his', 'death,', 'and', 'to', 'get', 'hold', 'of', 'the', 'gang', 'he', 'trains', 'Don-lookalike', 'Vijay.', 'But', 'Vijay', 'faces', 'danger', 'from', 'the', 'police', 'and', 'from', 'within', 'the', 'gang.']",2026-03-17
Jeremiah Johnson,1972,108,7.6,34024,"['Adventure', ' Drama', ' Western']",['Sydney Pollack'],"['Robert Redford', 'Will Geer', 'Delle Bolton', 'Josh Albee']","['A', 'mountain', 'man', 'who', 'wishes', 'to', 'live', 'the', 'life', 'of', 'a', 'hermit', 'becomes', 'the', 'unwilling', 'object', 'of', 'a', 'long', 'vendetta', 'by', 'the', 'Crow', 'tribe', 'and', 'proves', 'to', 'be', 'a', 'match', 'for', 'their', 'warriors', 'in', 'single', 'combat', 'on', 'the', 'early', 'frontier.']",2026-03-17
Close Encounters of the Third Kind,1977,138,7.6,211725,"['Drama', ' Sci-Fi']",['Steven Spielberg'],"['Richard Dreyfuss', 'François Truffaut', 'Teri Garr', 'Melinda Dillon']","['Roy', 'Neary,', 'an', 'Indiana', 'electric', 'lineman,', 'finds', 'his', 'quiet', 'and', 'ordinary', 'daily', 'life', 'turned', 'upside', 'down', 'after', 'a', 'close', 'encounter', 'with', 'a', 'UFO,', 'spurring', 'him', 'to', 'an', 'obsessed', 'cross-country', 'quest', 'for', 'answers', 'as', 'a', 'momentous', 'event', 'approaches.']",2026-03-17
Enter the Dragon,1973,102,7.6,110464,"['Action', ' Crime', ' Thriller']",['Robert Clouse'],"['Bruce Lee', 'John Saxon', 'Jim Kelly', 'Ahna Capri']","['A', 'Shaolin', 'martial', 'artist', 'travels', 'to', 'an', 'island', 'fortress', 'to', 'spy', 'on', 'an', 'opium', 'lord', '-', 'who', 'is', 'also', 'a', 'former', 'monk', 'from', 'his', 'temple', '-', 'under', 'the', 'guise', 'of', 'attending', 'a', 'fighting', 'tournament.']",2026-03-17
Escape from Alcatraz,1979,112,7.6,143712,"['Action', ' Biography', ' Crime']",['Don Siegel'],"['Clint Eastwood', 'Patrick McGoohan', 'Roberts Blossom', 'Jack Thibeau']","['Alcatraz', 'is', 'the', 'most', 'secure', 'prison', 'of', 'its', 'time.', 'It', 'is', 'believed', 'that', 'no', 'one', 'can', 'ever', 'escape', 'from', 'it,', 'until', 'three', 'daring', 'men', 'make', 'a', 'possibly', 'successful', 'attempt', 'at', 'escaping', 'from', 'one', 'of', 'the', 'most', 'infamous', 'prisons', 'in', 'the', 'world.']",2026-03-17
The Shootist,1976,100,7.6,26130,"['Drama', ' Romance', ' Western']",['Don Siegel'],"['John Wayne', 'Lauren Bacall', 'Ron Howard', 'James Stewart']","['A', 'dying', 'gunfighter', 'spends', 'his', 'last', 'days', 'looking', 'for', 'a', 'way', 'to', 'die', 'with', 'a', 'minimum', 'of', 'pain', 'and', 'a', 'maximum', 'of', 'dignity.']",2026-03-17
Walkabout,1971,100,7.6,26752,"['Adventure', ' Drama']",['Nicolas Roeg'],"['Jenny Agutter', 'David Gulpilil', 'Luc Roeg', 'John Meillon']","['Two', 'city-bred', 'siblings', 'are', 'stranded', 'in', 'the', 'Australian', 'Outback,', 'where', 'they', 'learn', 'to', 'survive', 'with', 'the', 'aid', 'of', 'an', 'Aboriginal', 'boy', 'on', 'his', '""walkabout"":', 'a', 'ritual', 'separation', 'from', 'his', 'tribe.']",2026-03-17
Kelly's Heroes,1970,144,7.6,52449,"['Adventure', ' Comedy', ' War']",['Brian G. Hutton'],"['Clint Eastwood', 'Telly Savalas', 'Don Rickles', ""Carroll O'Connor""]","['A', 'group', 'of', 'U.S.', 'soldiers', 'sneaks', 'across', 'enemy', 'lines', 'to', 'get', 'their', 'hands', 'on', 'a', 'secret', 'stash', 'of', 'Nazi', 'treasure.']",2026-03-17
Watership Down,1978,91,7.6,38494,"['Animation', ' Adventure', ' Drama']","['Martin Rosen', 'John Hubley']","['John Hurt', 'Richard Briers', 'Ralph Richardson', 'Michael Graham Cox']","['Hoping', 'to', 'escape', 'destruction', 'by', 'human', 'developers', 'and', 'save', 'their', 'community,', 'a', 'colony', 'of', 'rabbits,', 'led', 'by', 'Hazel', 'and', 'Fiver,', 'seek', 'out', 'a', 'safe', 'place', 'to', 'set', 'up', 'a', 'new', 'warren.']",2026-03-17
The Taking of Pelham One Two Three,1974,104,7.6,33708,"['Action', ' Crime', ' Thriller']",['Joseph Sargent'],"['Walter Matthau', 'Robert Shaw', 'Martin Balsam', 'Hector Elizondo']","['Four', 'armed', 'men', 'hijack', 'a', 'New', 'York', 'City', 'subway', 'car', 'and', 'demand', 'a', 'ransom', 'for', 'the', 'passengers.', 'The', ""city's"", 'police', 'are', 'faced', 'with', 'a', 'conundrum:', 'Even', 'if', ""it's"", 'paid,', 'how', 'could', 'they', 'get', 'away?']",2026-03-17
The Muppet Movie,1979,95,7.6,38095,"['Adventure', ' Comedy', ' Family']",['James Frawley'],"['Jim Henson', 'Frank Oz', 'Jerry Nelson', 'Richard Hunt']","['Kermit', 'and', 'his', 'newfound', 'friends', 'trek', 'across', 'America', 'to', 'find', 'success', 'in', 'Hollywood,', 'but', 'a', 'frog', 'legs', 'merchant', 'is', 'after', 'Kermit.']",2026-03-17
The Tenant,1976,126,7.6,46385,"['Drama', ' Thriller']",['Roman Polanski'],"['Roman Polanski', 'Isabelle Adjani', 'Melvyn Douglas', 'Jo Van Fleet']","['A', 'bureaucrat', 'rents', 'a', 'Paris', 'apartment', 'where', 'he', 'finds', 'himself', 'drawn', 'into', 'a', 'rabbit', 'hole', 'of', 'dangerous', 'paranoia.']",2026-03-17
Nashville,1975,160,7.6,27830,"['Comedy', ' Drama', ' Music']",['Robert Altman'],"['Keith Carradine', 'Karen Black', 'Ronee Blakley', 'Shelley Duvall']","['Over', 'the', 'course', 'of', 'a', 'few', 'hectic', 'days,', 'numerous', 'interrelated', 'people', 'prepare', 'for', 'a', 'political', 'convention.']",2026-03-17
